relative_path,sha256,bytes
FrenchyShona_V2_interim_freeze_record.json,df09185de6086b81d8128e9c53466263af0a4a02a6f301c66fbf14b92a6d386b,2733
FrenchyShona_V2_results_tables.xlsx,20966c7a9b4e05d07b470dc5d58c6b926e37871b41f36968049662b2a8f1b894,371795
FrenchyShona_V2_v7_4_frozen.csv,0cbfba6ea4c3e1bd84bc1fed31c364ab899e9c6a8e68314e10825bc070e74380,1444832
FrenchyShona_base_6615_evaluation_ready.csv,ecbdef656a4965bd78fc2baffb02f6b8c9c9428f3dd05f5e1043105a34a833ff,805882
audit/base_lexicon_candidate_files.csv,3196688c52c0dd3a05ec130a374d7f971fe112ffe565621541b13eec9f963208,467
audit/base_lexicon_check.json,d779e64ea50a83255803d37a685a95370ae641cb4eccb2a9ccc8d5c1a66c948e,300
audit/base_lexicon_form_score_conflicts.csv,c897b537681621afcf23bbea5ca716e443c52c7fa698409530210f37b137d8d5,44577
audit/base_lexicon_quarantined_score_rows.csv,dced9e0d98b24f6c86c7c54d1c125ccfe0160fc349a231e85804c369139e02f9,4608
audit/base_lexicon_score_quarantine_summary.json,1c762de86bf6b6a92442857fd496644bf4c39e2fe64f7ea37ab7db111634bd5d,631
audit/base_lexicon_token_matchability_audit.csv,3b4f26a59d51c4352c1ebb879fccf9e0bc0d28ae10ff5a98bbc7643c5690f035,1251954
audit/base_lexicon_token_matchability_summary.json,038cbd145ab239ae742ddad7806d8889707dc439e882132734447268fec6206d,1013
audit/base_quarantined_form_overlap_with_clean_base.json,7aaecb28b0fb7a14a486e02a6727a3b8797c5f1f1066bfbb76c236e579556d71,158
audit/blank_shonasenti_text_rows.csv,5e77eb4ceb7a92fdefe25f2d5228b83f53cb06393a9ce10cb0dad7e73236e71e,103
audit/clean_data_boundary.json,5e7a56334a80a5e943314d658a5d1f0ff7cabfc2eee9fee05c8b44b47f325196,596
audit/fixed_threshold_rule.json,af7a61c53adfcf809c619818a5d4fc085ff4b0dd79963687d5f12bf8b3c8b957,1052
audit/frozen_lexicon_token_matchability_audit.csv,03de7a62a9d3b49735f7d0d5a7e0afb3c2c7ffe0c5804dedcf8789804d8c133d,1252891
audit/frozen_lexicon_token_matchability_summary.json,e39ce7dca9dff0d34661e79d4d99b45624222135fa1e73dbf4b38d03d445cab0,1015
audit/input_file_checksums.csv,b1be39a70acdf36f76eb09615dc43653fcb7f4fed450a695d48fe9ff79ba2448,815
audit/invalid_shonasenti_label_rows.csv,5e77eb4ceb7a92fdefe25f2d5228b83f53cb06393a9ce10cb0dad7e73236e71e,103
audit/label_conflict_rows.csv,f79590425de55d6c46f4e8b5bcf0c29fbef804d4f615e6ba7d9d7e63e90af473,51259
audit/lexicon_form_score_conflicts.csv,de6c640e18b59187d8918d943635c9add717ce60b4b588f52e8088a00d06f2e8,37939
audit/lexicon_score_range_and_clipping_audit.json,dfcef7635eff62bbae9ad85f820fc2d728725b908bcfd85e11de6191738fbe78,473
audit/lexicon_token_matching_rule.json,63d0053aa30792457a3b878b767a9cd8411d35666fd5e765ec3b672643496105,553
audit/minimum_support_sensitivity_descriptive_only.csv,678f972cbdbe7098a8eeceedb04f0c96033b4cca063fdcfa2c141646b387a081,80
audit/partition_boundary_manifest.json,e0a535c3aabf6e59b558fdabde2eaaec714231a95e6e90361a74f0af6f37c2fd,492
audit/shonasenti_label_encoding_audit.json,3c045bb85694672a01f987e518c6dc541be6bcd69dd220826cc2c258b4f01d3d,283
audit/shonasenti_split_audit_summary.csv,84293db16c2d411a92998b13a46fd2dc77545a1ab1f8eb7071398b400d7ac4af,656
audit/shonasenti_test_input_candidates.csv,2743df9c8d9178f353e800fc5ab723bfdba5707ae1fb1331ec0893c8645b929c,159
audit/shonasenti_train_input_candidates.csv,54e66149f0748bc2b9e46fb76b09e14dde099dd94ffd779b2d19d9827a6df113,161
audit/single_researcher_interim_review_input_candidates.csv,24c3aea51614cd8a2f4c1c20195115bbc606791162e2375b677f9811cec4387c,184
audit/strict_split_class_distribution.csv,9820cb77e406b4537b33460144d86cbbdd33107f90f2aa69d96e4eeda72019a7,86
audit/test_rows_with_train_overlap.csv,761bf3abb2a0c6af1ed9a8d0a5fe479fb6a8e5db61f830386f7edf9b6a7dae78,984777
audit/test_strict_unseen.csv,055e52cded861127a566a93662f64ac5e8b65014437a79524afa3a4881ecc606,684871
audit/test_unseen_unique.csv,0d05b17329636cd891c5dd30998f1a9cc7b67218ccbd6b31d24b70b6676ed065,685149
audit/train_build_for_lexicon.csv,a3d9ca14798593ba8391af9a9a6ac9f5d55303ef174e5bd19d6dab96b9be8b24,4297737
audit/train_rows_with_test_overlap.csv,74e99ae1e2ba78b4ed320e38f465b145cce12dcd132b9a04aa113e9430af1312,1323164
audit/train_strict_development_pool.csv,099818d0a041501090e2112236d6d22e67940ecaea616ed72b2ed4cc6da10a18,4772574
audit/train_unique.csv,487a4755b291c24422b05ad42d3d933d7a76c083bd12247db04d32468e7a500e,4787918
audit/train_validation_for_thresholds.csv,9a7a31c00cbb1bfdd369e6d06c1e68980b7faa5174884a9b88e70fec7c9f249c,471588
audit/train_work_boundary_after_creation.json,ef0ad6665d10d7849e361b1f5628aa916b982ea4525f0dde5f6d6babd5cd6a67,442
audit/train_work_boundary_before_context_retrieval.json,23b77f81c92dff517a56d23a060fe40c534fb9a21e75263bca9b6bb370efc168,452
audit/train_work_boundary_before_freeze.json,fbc949cb911b65d8836048ee84401c9e2d54683b4cdc1467d0f18e54dcd34720,441
audit/train_work_boundary_before_pmi.json,8563abf6d46b19bb6225344ac26e61a5096829c4888935fc0d90ab2c7da0e703,438
audit/train_work_boundary_before_rag_candidate_recovery.json,7586dfd50feba93b1afcdae62ab1ec4da87259ad8f3fc57dffc066586cfe8b84,457
environment_versions.json,4e7bc03d90f54622a4b5b51831ea12c805ad5dbc15c43d952f94df24f5e3d30a,290
evaluation/classical_baseline_metrics_strict_test.csv,b6ddc784f8eeed1dc82dad7141d8977dc621bac376d96fe77f298521aaf6b409,451
evaluation/classical_baseline_predictions_strict_test.csv,cd06521a0ff22500c98b34cc114b4cb22afd4d762be58b8165fe6da13d40f594,166932
evaluation/lexicon_bootstrap_uncertainty.json,f6d1214b0f5387df7671d1a79fa5a6908c2ac29c8836f283e96662780e209b6f,548
evaluation/lexicon_only_class_metrics_strict_test.csv,d801433f98374a232ba6d171e5b76a31e50c05ff448e9314bf8ec82b3d8fae6e,218
evaluation/lexicon_only_metrics_strict_test.csv,5fc2843e2c0661f7a68f35d7bac3040d41d0b0f6d2c9fa0d022d702588b19f92,374
evaluation/lexicon_variant_prediction_diagnostic.json,17b46cca4b2d27e20e572e73e1afaaeff701ff530c7aa09ab116943cc4172537,292
evaluation/strict_test_lexicon_predictions.csv,545b07ea0ee80a3e4df85ba358006083a51cfa634d731a8c54dc62beef96999f,214629
evaluation/svm_vs_lexicon_paired_bootstrap.json,87c578d9f5b1a7eeab6b91c222349247b043f8df53b60e6d58c0b0339bffab5c,522
evaluation/validation_lexical_threshold_grid.csv,76c08b6caeaebb81b4cdbba116b2b85ec490d88cf03a0d8b9e9e669f97534fa7,37561
evaluation/validation_lexical_threshold_selection.json,82c1659afd815a75cfe71b72f7e5d89d4232f283e7aa741a90de039aa7b11cbd,406
evaluation/validation_lexicon_predictions.csv,449ce16f8058aeb3b5c4ef5c3428240b4c471fe34be6c69f40ac437a2d656a3c,144505
figure_manifest.csv,b86858e6e2bc753073c856728dc9fdf635a48afaeb7d8788ed435bccb05ac602,1382
figures/fig_5_10_lexicon_coverage.png,492d2703ff1a1fd7fcfcfe879246937721c1d4deabbc3e75a87a2e4a928057c1,74035
figures/fig_5_11_lexicon_only_evaluation.png,4945d80359aa44045755df7541e948e4a313a92a7fd08df0a10f28fed99782cd,152806
figures/fig_5_1_dataset_distribution.png,713e2314d63956fdf6901b5e22fc8b49faffceb30e239c596d772b786a27073d,159535
figures/fig_5_1_schema_compatibility.png,0d1a99f982460783fb7971bbace1e805cfd2f59b8cad7360c5e0765a1e1137b6,180626
figures/fig_5_2_top20_tokens.png,08285753c46e2e122278c1364563cce2e3f11fbf77bdfc77dbee44c02d3fc59a,102905
figures/fig_5_3_filtered_shona_vocabulary.png,96171806bd1ef09782620e37649b638a48aa4480bc840eedccd787ebf07942bd,1850484
figures/fig_5_4_long_tail.png,5f5d849edc88c36a59cd913c13d2fdbaf96d59a40e8e7298f2d609b784164bb9,94676
figures/fig_5_5_token_classification.png,3eae38f5892e7c70217c7b1b87057757591088191613b42a64709aed8163174d,75944
figures/fig_5_9_lexical_feature_correlation.png,7f910253fffc80fa5ddbd36dcacddc944d8935e6b72514138d2a47cf744dbb00,241578
figures/fig_candidate_discovery_ablation.png,7a851f584fab271bb268aad8969bb963fb5ee1bf99e731f125737243b0e2192d,80670
figures/fig_candidate_discovery_rag_recovery.png,e1c46582fd993697a21a0a6375d789292b32fe382aeec837e7ee8c468cac95bf,256266
figures/fig_candidate_evidence_agreement.png,4a9dc4213d525dfcedd3c6528a2b8c0c30341c9d954c289ba1d4bfc42b8e7ff1,137993
figures/fig_candidate_funnel_fdr.png,4d804238500e8382f8bd9c458ed050db7cd4767cf8ae3214ef3def5702d77a16,168693
figures/fig_lexicon_coverage.png,492d2703ff1a1fd7fcfcfe879246937721c1d4deabbc3e75a87a2e4a928057c1,74035
figures/fig_lexicon_only_confusion_strict_test.png,13b5056525fe250e52b0b08e85e778def45ff3e7e77bb9638202dc2e0326b904,84578
figures/fig_lexicon_only_results.png,4945d80359aa44045755df7541e948e4a313a92a7fd08df0a10f28fed99782cd,152806
figures/fig_pmi_41_validation_counts.png,d46ecf8d598127d622fc90aa52a3a3c5078f8f4ad7e5050f0d19a61345c9f6a4,55620
figures/fig_pmi_shortlist_pos_neg_counts.png,d46ecf8d598127d622fc90aa52a3a3c5078f8f4ad7e5050f0d19a61345c9f6a4,55620
figures/fig_rag_candidate_recovery_decisions.png,9cf65396b84790f256a7ab271abc97d772adace5ce5594eb37856af8d087279c,93347
figures/fig_rag_context_sentiment_distribution.png,c6f4b40c3f3b0fedb527d6e02be4aed2b413cd9d92beadfc5bdb126c1c93e562,203696
figures/fig_rag_contextual_assessment_status.png,a70d8d0c003149454b561704d2256a110b3333e839c40b1a97e1cd1055f50bad,52606
figures/fig_shona_vs_shona_gt_summary.png,c7f185429c11ad2df76f9f3facfb77c98c77a963e853fc9b19ec66b69c153d71,69181
figures/fig_shonasenti_duplicate_audit.png,713e2314d63956fdf6901b5e22fc8b49faffceb30e239c596d772b786a27073d,159535
figures/long_tail_final.png,5f5d849edc88c36a59cd913c13d2fdbaf96d59a40e8e7298f2d609b784164bb9,94676
figures/shona_filtered_wordcloud_clean.png,96171806bd1ef09782620e37649b638a48aa4480bc840eedccd787ebf07942bd,1850484
figures/shonasenti_schema_table_pretty_v2.png,0d1a99f982460783fb7971bbace1e805cfd2f59b8cad7360c5e0765a1e1137b6,180626
figures/token_classification_overview_final.png,3eae38f5892e7c70217c7b1b87057757591088191613b42a64709aed8163174d,75944
figures/top20_tokens_cleaned_shonasenti.png,08285753c46e2e122278c1364563cce2e3f11fbf77bdfc77dbee44c02d3fc59a,102905
optional_model_hybrid/model_probability_input_schema.csv,dce787688787ef1abcf769dcb785d12970833678c183fe68dc9003a140bb0674,222
optional_model_hybrid/model_probability_provenance_template.json,eaf89550fb8eb76394f98a2d1ebda18b35608d902edf25ca6cc5f9a90b877e2d,471
run_config.json,bde688e718a48bd242d35b3c5ee128ef52f6548098a9dfeaca8475bbf00dff2f,2492
run_summary.json,ca77847869de7e11c233069156af398d3cabea9e53707d114328d885109007e9,1272
single_researcher_review/candidate_training_contexts_internal.csv,6d7e08ca784ed33d3a9ab87f6b9f298912adc78eb814f8cbf9a4364fd086cf13,153874
single_researcher_review/researcher_review_provenance.csv,d3d07797c7c58d7811576338152a23bfda2ed5184b39c1ebb1957a26725ca6fc,227
single_researcher_review/single_researcher_decisions.csv,908df10887c87dfb0290cfe29b1eb79fad3a6579edbb052d1f8947641175b8b2,11715
single_researcher_review/single_researcher_filter_seed_review_template.csv,b71d49bf7ea292b543028c2652744ab7ad842566ab9146ab4545d206297c7e9f,2328
single_researcher_review/single_researcher_incomplete_rows.csv,e0e1b17df156fad19c6211b22bf5da9759bd488cd71d0797b42883a2e2610b2b,228
single_researcher_review/single_researcher_review_field_guide.csv,1d235ff49dd4357c85eeb727ea321e5cd0681e5511d6e9d47fd31699e43a9018,610
single_researcher_review/single_researcher_review_items.csv,bc174f9b9f5bba7d913fbe5a832534e1619edaeabff8f5b6701acdecef1e0a47,2843
single_researcher_review/single_researcher_review_normalised.csv,e81887eaca36f46e28dddea915f0556b13a126f6a2d5b60b296a60b58bef3fe4,1284
single_researcher_review/single_researcher_review_template.csv,dc1f7ee7d6516ac99651cc33db02ba8a0d163401df46d9f56ee808e8e4013aeb,418
single_researcher_review/single_researcher_validation_summary.json,fe3b49cc9d193b8eee4a76c4120d3ba173ad97fe292f8e77079fda8e038fcf6a,460
tables/FrenchyShona_V2_candidate_evidence.xlsx,29353ee410f76eb20c5b68e88959a6428e7988221f6e214f2249d7acb4ec596c,255254
tables/FrenchyShona_V2_final_candidate_decisions.xlsx,1982a595ba9a1623fa319423423cf6e3cf2a034dcb76f49808d2434d653d0149,17397
tables/candidate_discovery_ablation.csv,1c11f91734145b8afc16a8a23a1173efafb72c5f0e7722c3dc5eb00f3f2581fb,243
tables/candidate_discovery_funnel.csv,3b8242764c639f4d989b09d15d701e4b375d4141a089664a551e00611f733a19,302
tables/candidate_document_support_audit.csv,43e368a568926aed0325449207c74192c4e3aa1b22028e8fdebf44758569dbf2,167048
tables/candidate_evidence_comparison.csv,908df10887c87dfb0290cfe29b1eb79fad3a6579edbb052d1f8947641175b8b2,11715
tables/candidate_filter_and_flag_audit.csv,9c988212fd75b9a6605cd5d4e4796f4c4f768dc97af048f420e1bafe117a7e90,233495
tables/candidate_filter_audit.csv,5c044ee7b4f421fb9625016bdbeb621b5134729a5907da1ee1853897604eca06,270518
tables/candidate_funnel_v2.csv,54516690951cb634f53154ed076c905d84d3a0d80aa571b06a633f7497679c16,415
tables/deterministic_only_statistical_ablation.csv,b68587bf4ef11d4bd4488934aacb4d6575c4b4318b4fef55059958b95899fd47,164838
tables/pmi_all_candidates_v2.csv,7a54c48a5577d19a67fe1aac488798982cdb64012e70280ad16e978ad0e4dee6,166357
tables/pmi_shortlist_v2.csv,dfddbb6633319f011e3c2a6e5f12490db2dd25d9efc239b7870e218f9d1c4cf7,3336
tables/rag_candidate_recovery.csv,0818cd8ddcd9c9bf5c6056d35c85d56a3c9573f132ba15a8bd24b8d6e0fd974c,44458
tables/rag_context_run_metadata.csv,fdf1f870581170b522c2838543ac1ec58db74b2fb9710fdaaff3fed0e5c3407d,182
tables/rag_contextual_candidate_assessment_complete.csv,202e925d1a5a173e6c313b0d6716916d845a6d901c011ad823b13bbb6fa05716,5400
tables/rag_run_metadata.csv,3554c242f79689d6836b7aa3450cef012f8646721024957d1db83a8dc73d1fbe,296
tables/shona_candidates_vocab_v2.csv,d51b431d4453d32393b016425a1bc4262a202fd146cfb9bda46e9f3253fb5630,218751
tables/table_candidate_discovery_funnel.csv,3b8242764c639f4d989b09d15d701e4b375d4141a089664a551e00611f733a19,302
tables/table_candidate_funnel_full.csv,54516690951cb634f53154ed076c905d84d3a0d80aa571b06a633f7497679c16,415
tables/table_rag_candidate_recovery.csv,0818cd8ddcd9c9bf5c6056d35c85d56a3c9573f132ba15a8bd24b8d6e0fd974c,44458
tables/validated_additions_v7_4.csv,86485ae5847e1594742b06f82461630b896e8d174bcb9df4ab4e2e3b975c8453,4015
tables/validated_additions_v7_4_multilingual_metadata_template.csv,4326241bbd176e3d195aa4fdd1b1587de547f7f7b0f98a1c3b56555c532ba552,573
tables/vocab_labeled_v2.csv,26c81988c715e7384b2bec45f38075785844220d18d58d0ef279686898059d91,958878
